sensor_time,sensor_group,lat,long,temperature,distance
2021-01-01 02:43:00,NEW_YORK,40.6343,-73.4984,-3.1029,43.6905
2021-01-01 02:44:00,NEW_YORK,40.9342,-73.4213,-2.8495,55.0215
2021-01-01 02:45:00,NEW_YORK,40.6520,-74.1827,-2.8575,16.3570
2021-01-01 02:46:00,NEW_YORK,40.6685,-74.2628,-3.8627,22.2044
2021-01-01 02:47:00,NEW_YORK,40.8413,-73.6206,-2.4224,35.4574
2021-01-01 02:48:00,NEW_YORK,40.9524,-73.6937,-2.4101,37.4235
2021-01-01 02:49:00,NEW_YORK,40.3829,-74.3068,-2.6738,44.6167
2021-01-01 02:50:00,NEW_YORK,40.8427,-74.4778,-2.9814,42.2710
2021-01-01 02:51:00,NEW_YORK,40.7277,-73.9274,-3.6001,6.8349
2021-01-01 02:52:00,NEW_YORK,40.9241,-74.0224,-2.9627,23.5439
2021-01-01 02:53:00,NEW_YORK,41.0430,-73.6392,-3.3264,47.9598
2021-01-01 02:54:00,NEW_YORK,40.5295,-73.6994,-2.3577,32.9378
2021-01-01 02:55:00,NEW_YORK,40.4757,-73.5210,-3.2006,48.6982
2021-01-01 02:56:00,NEW_YORK,39.9661,-74.0003,-2.4860,83.0172
2021-01-01 02:57:00,NEW_YORK,40.7004,-73.9163,-2.7640,7.6856
2021-01-01 02:58:00,NEW_YORK,40.4691,-73.8592,-2.8404,29.7915
2021-01-01 02:59:00,NEW_YORK,40.7302,-74.2515,-2.8743,20.7772
2021-01-01 03:00:00,NEW_YORK,40.4223,-74.4079,-3.3165,46.8557
2021-01-01 03:01:00,NEW_YORK,40.6091,-73.9029,-1.8381,14.4374
2021-01-01 03:02:00,NEW_YORK,40.5938,-73.9913,-2.7901,13.2811
2021-01-01 03:03:00,NEW_YORK,40.2705,-73.7520,-2.8995,53.6641
2021-01-01 03:04:00,NEW_YORK,40.8209,-73.7865,-2.5438,22.0553
2021-01-01 03:05:00,NEW_YORK,40.5103,-74.2801,-2.0329,32.2765
2021-01-01 03:06:00,NEW_YORK,40.7409,-74.3167,-2.6527,26.3694
2021-01-01 03:07:00,NEW_YORK,40.1786,-74.1490,-3.6286,60.6102
2021-01-01 03:08:00,NEW_YORK,40.8568,-74.3009,-1.3518,29.5501
2021-01-01 03:09:00,NEW_YORK,40.6416,-74.0609,-2.5236,9.1684
2021-01-01 03:10:00,NEW_YORK,40.6650,-74.1417,-2.7247,12.6130
2021-01-01 03:11:00,NEW_YORK,40.1444,-74.3312,-1.7594,68.9326
2021-01-01 03:12:00,NEW_YORK,41.1849,-73.9729,-2.9555,52.5779
2021-01-01 03:13:00,NEW_YORK,40.5285,-74.0898,-2.5268,21.6664
2021-01-01 03:14:00,NEW_YORK,40.0053,-73.6032,-2.8179,85.7503
2021-01-01 03:15:00,NEW_YORK,40.5272,-74.7309,-2.0936,64.5689
2021-01-01 03:16:00,NEW_YORK,40.6055,-74.2427,-2.3523,23.2556
2021-01-01 03:17:00,NEW_YORK,40.7229,-73.3748,-2.0843,53.2071
2021-01-01 03:18:00,NEW_YORK,40.7631,-73.6632,-2.4407,29.4204
2021-01-01 03:19:00,NEW_YORK,41.0889,-73.7379,-1.0517,47.5118
2021-01-01 03:20:00,NEW_YORK,40.8585,-73.8330,-1.9408,21.7916
2021-01-01 03:21:00,NEW_YORK,40.4054,-73.8878,-2.6923,35.6020
2021-01-01 03:22:00,NEW_YORK,40.2690,-74.2604,-1.7482,53.8255
2021-01-01 03:23:00,NEW_YORK,40.2539,-74.2286,-2.5832,54.3777
2021-01-01 03:24:00,NEW_YORK,40.6477,-74.0947,-1.5999,10.4068
2021-01-01 03:25:00,NEW_YORK,41.0082,-73.7988,-1.8033,37.1858
2021-01-01 03:26:00,NEW_YORK,40.6547,-73.6333,-2.4281,32.0793
2021-01-01 03:27:00,NEW_YORK,40.6990,-73.9689,-2.8998,3.4845
2021-01-01 03:28:00,NEW_YORK,40.4172,-73.7505,-2.2302,39.3136
2021-01-01 03:29:00,NEW_YORK,39.9693,-74.1916,-2.1352,84.1524
2021-01-01 03:30:00,NEW_YORK,40.3239,-73.9936,-2.1541,43.2468
2021-01-01 03:31:00,NEW_YORK,40.5954,-74.3889,-3.4822,34.8353
2021-01-01 03:32:00,NEW_YORK,40.5814,-73.8475,-2.1815,19.8029
2021-01-01 03:33:00,NEW_YORK,40.5564,-73.8141,-2.3135,23.7571
2021-01-01 03:34:00,NEW_YORK,40.4996,-74.2156,-3.1351,29.5748
2021-01-01 03:35:00,NEW_YORK,40.5813,-73.8281,-1.9485,20.9520
2021-01-01 03:36:00,NEW_YORK,40.7396,-73.4960,-2.5352,43.0784
2021-01-01 03:37:00,NEW_YORK,40.7838,-74.3733,-2.6171,31.9300
2021-01-01 03:38:00,NEW_YORK,40.8863,-74.0274,-2.4130,19.3876
2021-01-01 03:39:00,NEW_YORK,40.5740,-73.8071,-2.3354,22.7959
2021-01-01 03:40:00,NEW_YORK,40.3969,-73.8283,-2.2125,38.1913
2021-01-01 03:41:00,NEW_YORK,40.5949,-73.6627,-1.8058,31.7852
2021-01-01 03:42:00,NEW_YORK,40.8940,-74.1448,-2.3006,23.2948
2021-01-01 03:43:00,NEW_YORK,41.0063,-74.3367,-1.3699,42.8795
2021-01-01 03:44:00,NEW_YORK,40.9834,-74.1312,-2.2858,31.8877
2021-01-01 03:45:00,NEW_YORK,40.8751,-73.9491,-3.0722,18.6762
2021-01-01 03:46:00,NEW_YORK,40.7444,-73.9837,-2.3481,3.9913
2021-01-01 03:47:00,NEW_YORK,40.4104,-73.7908,-1.7302,38.2168
2021-01-01 03:48:00,NEW_YORK,40.8031,-73.9389,-2.5526,11.5316
2021-01-01 03:49:00,NEW_YORK,40.6234,-73.9161,-2.1849,12.5009
2021-01-01 03:50:00,NEW_YORK,40.4568,-74.4289,-1.7052,45.6577
2021-01-01 03:51:00,NEW_YORK,40.7901,-73.9972,-1.6873,8.6360
2021-01-01 03:52:00,NEW_YORK,40.4312,-73.7460,-1.8143,38.2386
2021-01-01 03:53:00,NEW_YORK,40.0839,-74.1486,-1.6490,70.9609
2021-01-01 03:54:00,NEW_YORK,40.5518,-73.9467,-1.3578,18.5789
2021-01-01 03:55:00,NEW_YORK,41.0308,-74.1957,-2.1109,38.7954
2021-01-01 03:56:00,NEW_YORK,40.8916,-73.8229,-1.7910,25.1608
2021-01-01 03:57:00,NEW_YORK,40.8215,-74.2067,-3.4392,20.7843
2021-01-01 03:58:00,NEW_YORK,41.0988,-73.7502,-1.7780,48.0133
2021-01-01 03:59:00,NEW_YORK,40.5535,-73.6261,-2.6758,36.6228
2021-01-01 04:00:00,NEW_YORK,40.8366,-74.2783,-1.8617,26.7529
2021-01-01 04:01:00,NEW_YORK,40.6720,-74.3514,-1.5376,29.4737
2021-01-01 04:02:00,NEW_YORK,40.9931,-74.3390,-1.4845,41.9093
2021-01-01 04:03:00,NEW_YORK,40.6865,-74.2334,-2.0211,19.3907
2021-01-01 04:04:00,NEW_YORK,40.7915,-74.1948,-1.8552,18.1537
2021-01-01 04:05:00,NEW_YORK,40.3616,-74.0440,-1.5661,39.1774
2021-01-01 04:06:00,NEW_YORK,40.8469,-74.1983,-1.9572,22.0195
2021-01-01 04:07:00,NEW_YORK,40.6913,-73.7120,-1.9580,24.8969
2021-01-01 04:08:00,NEW_YORK,40.5678,-74.4296,-2.2049,39.2058
2021-01-01 04:09:00,NEW_YORK,40.7460,-74.2886,-2.2590,24.0992
2021-01-01 04:10:00,NEW_YORK,40.6338,-73.7611,-2.2373,22.4420
2021-01-01 04:11:00,NEW_YORK,40.9114,-74.2577,-2.3910,30.6034
2021-01-01 04:12:00,NEW_YORK,40.9686,-74.1614,-2.1345,31.3138
2021-01-01 04:13:00,NEW_YORK,40.6433,-73.9384,-1.4515,9.5960
2021-01-01 04:14:00,NEW_YORK,40.7936,-74.0083,-1.3779,8.9977
2021-01-01 04:15:00,NEW_YORK,40.9466,-73.9839,-2.1461,26.0719
2021-01-01 04:16:00,NEW_YORK,40.6643,-73.5889,-2.4101,35.5804
2021-01-01 04:17:00,NEW_YORK,40.9369,-73.8522,-1.9524,28.0820
2021-01-01 04:18:00,NEW_YORK,40.4313,-73.9888,-2.3789,31.3215
2021-01-01 04:19:00,NEW_YORK,40.6298,-73.4845,-1.9968,44.9425
2021-01-01 04:20:00,NEW_YORK,40.5571,-74.1428,-1.3666,20.8019
2021-01-01 04:21:00,NEW_YORK,40.5810,-73.5426,-1.6175,41.7554
2021-01-01 04:22:00,NEW_YORK,40.8695,-73.9605,-2.1688,17.8472
2021-01-01 04:23:00,NEW_YORK,40.8241,-73.9957,-1.1059,12.4173
2021-01-01 04:24:00,NEW_YORK,40.4870,-73.9396,-1.9880,25.7203
2021-01-01 04:25:00,NEW_YORK,40.0890,-74.5601,-1.5783,83.7349
2021-01-01 04:26:00,NEW_YORK,40.9269,-74.1554,-2.1952,26.9297
2021-01-01 04:27:00,NEW_YORK,40.0293,-74.2384,-1.8686,78.5019
2021-01-01 04:28:00,NEW_YORK,40.7470,-74.0524,-1.9505,5.4577
2021-01-01 04:29:00,NEW_YORK,40.7385,-74.3245,-2.1774,26.9895
2021-01-01 04:30:00,NEW_YORK,40.8395,-73.9679,-1.3243,14.4567
2021-01-01 04:31:00,NEW_YORK,40.6557,-73.9832,-1.7593,6.6280
2021-01-01 04:32:00,NEW_YORK,40.4153,-73.7755,-1.3212,38.3860
2021-01-01 04:33:00,NEW_YORK,40.5070,-73.9526,-0.7688,23.3181
2021-01-01 04:34:00,NEW_YORK,40.7890,-74.6229,-1.4014,52.6549
2021-01-01 04:35:00,NEW_YORK,40.5269,-73.5756,-1.9625,41.7978
2021-01-01 04:36:00,NEW_YORK,40.3816,-74.3057,-1.7165,44.6877
2021-01-01 04:37:00,NEW_YORK,40.8434,-73.9022,-1.3018,16.9582
2021-01-01 04:38:00,NEW_YORK,40.8019,-73.8410,-1.7583,17.0718
2021-01-01 04:39:00,NEW_YORK,40.9292,-74.3498,-2.5730,37.6329
2021-01-01 04:40:00,NEW_YORK,40.7788,-74.1184,-1.0253,11.9836
2021-01-01 04:41:00,NEW_YORK,40.4734,-73.6865,-1.1990,37.8965
2021-01-01 04:42:00,NEW_YORK,40.8836,-73.9825,-1.4963,19.0990
2021-01-01 04:43:00,NEW_YORK,40.2862,-74.2597,-1.8838,52.0570
2021-01-01 04:44:00,NEW_YORK,40.9080,-73.8487,-1.4687,25.4259
2021-01-01 04:45:00,NEW_YORK,40.6133,-73.9518,-2.2048,11.9680
2021-01-01 04:46:00,NEW_YORK,40.7739,-74.3130,-0.5550,26.7415
2021-01-01 04:47:00,NEW_YORK,41.0859,-74.3968,-0.8776,52.9257
2021-01-01 04:48:00,NEW_YORK,40.6369,-73.8283,-0.8482,17.1972
2021-01-01 04:49:00,NEW_YORK,40.5043,-73.9905,-1.7234,23.2114
2021-01-01 04:50:00,NEW_YORK,40.6183,-73.7708,-1.5886,22.4469
2021-01-01 04:51:00,NEW_YORK,40.6482,-73.7734,-1.1198,20.8838
2021-01-01 04:52:00,NEW_YORK,40.2109,-74.2075,-1.3629,58.3482
2021-01-01 04:53:00,NEW_YORK,41.0279,-73.4395,-0.9477,59.1377
2021-01-01 04:54:00,NEW_YORK,40.6313,-74.4043,-1.9871,34.7893
2021-01-01 04:55:00,NEW_YORK,40.2690,-74.0727,-1.9796,49.6611
2021-01-01 04:56:00,NEW_YORK,40.8406,-73.7499,-0.9108,25.8287
2021-01-01 04:57:00,NEW_YORK,40.7081,-74.2404,-1.8667,19.7613
2021-01-01 04:58:00,NEW_YORK,40.8816,-74.5376,-1.3477,48.5260
2021-01-01 04:59:00,NEW_YORK,39.9602,-74.1081,-2.1620,84.1249
2021-01-01 05:00:00,NEW_YORK,40.2091,-73.9975,-1.5523,56.0093
2021-01-01 05:01:00,NEW_YORK,40.4430,-74.2201,-1.5271,35.0245
2021-01-01 05:02:00,NEW_YORK,40.4390,-74.1695,-1.9816,33.4196
2021-01-01 05:03:00,NEW_YORK,40.9641,-74.1871,-1.3919,31.8384
2021-01-01 05:04:00,NEW_YORK,40.4595,-74.0280,-1.0658,28.2181
2021-01-01 05:05:00,NEW_YORK,40.8328,-74.0387,-1.9587,13.6268
2021-01-01 05:06:00,NEW_YORK,40.9765,-73.8013,-1.3791,34.0153
2021-01-01 05:07:00,NEW_YORK,40.8064,-74.4406,-1.6834,38.0522
2021-01-01 05:08:00,NEW_YORK,40.3159,-73.9213,-0.5406,44.6977
2021-01-01 05:09:00,NEW_YORK,40.7294,-73.6928,-2.0631,26.4619
2021-01-01 05:10:00,NEW_YORK,40.9181,-74.0262,-1.5321,22.9042
2021-01-01 05:11:00,NEW_YORK,40.4692,-74.0576,-0.0289,27.4307
2021-01-01 05:12:00,NEW_YORK,40.7035,-74.0658,-0.5182,5.1415
2021-01-01 05:13:00,NEW_YORK,40.5295,-73.9372,-0.0988,21.1885
2021-01-01 05:14:00,NEW_YORK,41.0832,-74.4034,-0.4094,53.0300
2021-01-01 05:15:00,NEW_YORK,40.2361,-74.1112,-1.2041,53.7387
2021-01-01 05:16:00,NEW_YORK,40.8064,-73.5455,-0.2371,40.1594
2021-01-01 05:17:00,NEW_YORK,40.9671,-73.6762,-0.6524,39.6250
2021-01-01 05:18:00,NEW_YORK,40.7202,-73.6046,-0.7590,33.8405
2021-01-01 05:19:00,NEW_YORK,40.3684,-74.0176,-0.5343,38.3025
2021-01-01 05:20:00,NEW_YORK,40.6405,-74.3535,-1.2144,30.3831
2021-01-01 05:21:00,NEW_YORK,40.6834,-73.5597,0.0667,37.7666
2021-01-01 05:22:00,NEW_YORK,40.3584,-73.8157,0.0030,42.5513
2021-01-01 05:23:00,NEW_YORK,40.8419,-74.0572,-0.7764,14.9923
